<monster=Banderling Champion><element=Lightning><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banderling Chief><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Enforcer><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Explorer><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banderling Guard><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Heirophant><element=Lightning><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Banderling Hierophant><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banderling Leader><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Mangler><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Mauler><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Ogre><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banderling Paragon><element=Lightning><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Banderling Predator><element=Lightning><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Banderling Raider><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Raver><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Rogue><element=Lightning><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Banderling Savage><element=Lightning><vuln=1><yield=0><imp=0><priority=1><enabled=1>
<monster=Banderling Scalper><element=Lightning><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Banderling Scout><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Sentry><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Slayer><element=Lightning><vuln=1><yield=0><imp=0><priority=1><enabled=1>
<monster=Banderling Striker><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Banderling Thrasher><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bandit><element=Pierce><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Bandit Lord><element=Pierce><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Bandit Mage><element=Slash><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Bane Grievver><element=Bludgeon><vuln=0><yield=0><imp=0><priority=3><enabled=1>
<monster=Banished Drudge><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banished Grievver><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banished Lugian><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banished Monouga><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banished Mu-miyah><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banished Olthoi><element=Bludgeon><vuln=0><yield=0><imp=0><priority=0><enabled=1>
<monster=Banished Phyntos Wasp><element=Bludgeon><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Banished Shadow><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banished Tumerok><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Banished Tusker><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Barbaric Mukkir><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Barbaric Panumbral Mukkir><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Barbaric Ruschk><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Barker Mosswart><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Baron of Colier><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Basalt Golem><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Battered Doll><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Beaten Doll><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Beefsteak Thrungus><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Befouled Doll><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Behemoth of Tenkarrdun><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Benek Niffis><element=Pierce><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Biaka><element=Cold><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Bile Grievver><element=Bludgeon><vuln=1><yield=0><imp=0><priority=2><enabled=1>
<monster=Black Bunny><element=Fire><vuln=0><yield=0><imp=0><priority=0><enabled=0>
<monster=Black Phyntos Hive><element=Bludgeon><vuln=1><yield=1><imp=1><priority=2><enabled=1>
<monster=Black Phyntos Swarm><element=Bludgeon><vuln=1><yield=1><imp=1><priority=2><enabled=1>
<monster=Black Phyntos Wasp><element=Bludgeon><vuln=0><yield=0><imp=0><priority=2><enabled=1>
<monster=Black Rabbit><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=0>
<monster=Black Rabbit of Death><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Black Rat><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bleached Rabbit><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=0>
<monster=Blizzard><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bloated Eater><element=Slash><vuln=0><yield=0><imp=0><priority=0><enabled=1>
<monster=Blockade Guard><element=Fire><vuln=0><yield=0><imp=0><priority=0><enabled=1>
<monster=Blood Curse Rat><element=Bludgeon><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Blood Fiend><element=Slash><vuln=0><yield=0><imp=0><priority=0><enabled=1>
<monster=Blood Shreth><element=Cold><vuln=0><yield=0><imp=0><priority=1><enabled=1>
<monster=Bloodmouth Remoran><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Bloodthirsty Monouga><element=Pierce><vuln=0><yield=0><imp=0><priority=1><enabled=1>
<monster=Blue Phyntos Wasp><element=Bludgeon><vuln=0><yield=0><imp=0><priority=1><enabled=1>
<monster=Bokrok Lugian><element=Bludgeon><vuln=0><yield=0><imp=0><priority=0><enabled=1>
<monster=Bone Scourge><element=Fire><vuln=0><yield=0><imp=0><priority=0><enabled=1>
<monster=Bonecrunch><element=Fire><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Brass Gromnie><element=Bludgeon><vuln=0><yield=0><imp=0><priority=0><enabled=1>
<monster=Brigand><element=Slash><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Brilliant Crystal><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Broken Doll><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Broken Fragment><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Armoredillo><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Banderling><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Drudge><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Golem><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Grievver><element=Pierce><vuln=1><yield=0><imp=0><priority=1><enabled=1>
<monster=Bronze Statue of a Gromnie><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Mosswart><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Reedshark><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Sclavus><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Shadow><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Skeleton><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Tumerok><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Virindi><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of a Zharalim><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of Ben Ten><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bronze Statue of Thorsten Cragstone><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Brown Armoredillo><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Brown Bunny><element=Cold><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Brown Cow><element=Slash><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Brown Mouse><element=Pierce><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Brown Rabbit><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=0>
<monster=Brown Rat><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Brumal><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Brutish Monouga><element=Cold><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Buillic><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Bur Lizk><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Burun Ruuk Adherent><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Burun Ruuk Fiend><element=Cold><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Burun Ruuk Lout><element=Cold><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Burun Ruuk Ruffian><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Burun Ruuk Scamp><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Burun Ruuk Seer><element=Cold><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Burun Ruuk Soothsayer><element=Cold><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Candy Stick><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Canescent Mattekar><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Cannibal Fiun><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Captain Balanchi><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Captain Burnja><element=Fire><vuln=0><yield=0><imp=0><priority=0><enabled=0>
<monster=Captain Iacollia Dimari><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Captain Vietre Lasallia><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Carenzi Burrower><element=Slash><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Carenzi Pouchling><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Carenzi Sentry><element=Slash><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Carenzi Stalker><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Carnivorous Carenzi><element=Pierce><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Carpenter Wasp><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Carrion Shreth><element=Cold><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Caulnalain Crystal><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Caulnalain Satellite Fragment><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Caulnalain Shadow Leader><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Caustic><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Caustic Knight><element=Lightning><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Cave Penguin><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Chained Tusker><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Champion of the Blood><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Chaos Wisp><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Charge><element=Acid><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Charred Miner><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Charred Skeleton><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Chicken><element=Fire><vuln=0><yield=0><imp=0><priority=0><enabled=0>
<monster=Child of Acid><element=Lightning><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Child of Artifice><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Child of Enchantment><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Child of Fire><element=Cold><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Child of Frost><element=Bludgeon><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Child of Lightning><element=Bludgeon><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Child of Strife><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Child of Verdancy><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Chill><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Chilly the Snowman><element=Acid><vuln=0><yield=0><imp=0><priority=1><enabled=1>
<monster=Chimera><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Chomu Sclavus><element=Cold><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Chomu Sclavus Lord><element=Pierce><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Cold One><element=Cold><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Colossal Mite><element=Pierce><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Commander Jared Kurth><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Commander Jin Zo><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Conflagration><element=Cold><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Contagion Rat><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Copper Golem><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Copper Gromnie><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Coral Golem><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Coral Golem Viceroy><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Core of the Ice Cistern><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Corrosion><element=Lightning><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Corrosion Wisp><element=Bludgeon><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Corrupted Dread><element=Bludgeon><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Coruscating Mukkir><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Cosseted Doll><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Cow><element=Slash><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Crafty Simulacrum><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Crazed Fiun><element=Fire><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Crazed Zharalim><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Creeper Mosswart><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Creeping Margul><element=Cold><vuln=1><yield=1><imp=1><priority=2><enabled=1>
<monster=Crimini Thrungus><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Crude Monouga><element=Cold><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Cruel Monouga><element=Slash><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Crystal Golem><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Crystal Golem Imperator><element=Slash><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Crystal Lord><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Crystal Minion><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Crystal Moiety><element=Pierce><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Crystal Shard><element=Pierce><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Crystal Shard Sentinel><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Crystal Spur><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Cultist><element=Slash><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Cunning Monouga><element=Slash><vuln=1><yield=1><imp=1><priority=1><enabled=1>
<monster=Cursed Bones><element=Bludgeon><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Cursed Foreman><element=Fire><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Cursed Marionette><element=Slash><vuln=1><yield=1><imp=1><priority=0><enabled=1>
<monster=Cursed Wisp><element=Pierce><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Cutthroat><element=Slash><vuln=1><yield=0><imp=1><priority=1><enabled=1>
<monster=Damaged Glacial Golem><element=Bludgeon><vuln=1><yield=1><imp=1><priority=0><enabled=1>
